question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Insertion of tunneled intraperitoneal catheter, with subcutaneous port (ie, totally implantable)",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does insertion of tunneled intraperitoneal catheter, with subcutaneous port (ie, totally implantable) cost to me?"
benefit_search-outpatient_dialysis_procedure-1,outpatient dialysis procedure,"Insertion of tunneled intraperitoneal catheter for dialysis, open",Which plan(s) cover [outpatient dialysis procedure]?,1,"Which plan(s) cover insertion of tunneled intraperitoneal catheter for dialysis, open?"
benefit_search-outpatient_dialysis_procedure-2,outpatient dialysis procedure,"Insertion of tunneled intraperitoneal catheter for dialysis, open",How much does [outpatient dialysis procedure] cost to me?,2,"How much does insertion of tunneled intraperitoneal catheter for dialysis, open cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,Revision of peritoneal-venous shunt,Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,Which plan(s) cover revision of peritoneal-venous shunt?
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,Revision of peritoneal-venous shunt,How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,How much does revision of peritoneal-venous shunt cost to me?
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; reducible",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; reducible?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; reducible",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; reducible cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; incarcerated or strangulated",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; incarcerated or strangulated?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; incarcerated or strangulated",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; incarcerated or strangulated cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 5 years or older; reducible",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair initial inguinal hernia, age 5 years or older; reducible?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 5 years or older; reducible",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair initial inguinal hernia, age 5 years or older; reducible cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated cost to me?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-1,outpatient digestive/gastrointestinal procedure,"Repair recurrent inguinal hernia, any age; reducible",Which plan(s) cover [outpatient digestive/gastrointestinal procedure]?,1,"Which plan(s) cover repair recurrent inguinal hernia, any age; reducible?"
benefit_search-outpatient_digestive/gastrointestinal_procedure-2,outpatient digestive/gastrointestinal procedure,"Repair recurrent inguinal hernia, any age; reducible",How much does [outpatient digestive/gastrointestinal procedure] cost to me?,2,"How much does repair recurrent inguinal hernia, any age; reducible cost to me?"
